id,task,task_label,contestant,contestant_label,measurement,objective,objective_label
1714,698,Guess the length of the extendible item,90,John Kearns,2.0,105,round wins ▲
1715,698,Guess the length of the extendible item,91,Munya Chawawa,3.0,105,round wins ▲
1716,698,Guess the length of the extendible item,92,Sarah Millican,3.0,105,round wins ▲
1717,700,"Snort, raspberry, whistle",88,Dara Ó Briain,17.0,151,completed cycles ▲
1718,700,"Snort, raspberry, whistle",89,Fern Brady,0.0,151,completed cycles ▲
1719,700,"Snort, raspberry, whistle",90,John Kearns,0.0,151,completed cycles ▲
1720,700,"Snort, raspberry, whistle",91,Munya Chawawa,24.0,151,completed cycles ▲
1721,700,"Snort, raspberry, whistle",92,Sarah Millican,18.0,151,completed cycles ▲
1722,707,Eat the grape,88,Dara Ó Briain,276.0,2,time ▼
1723,707,Eat the grape,89,Fern Brady,644.0,2,time ▼
1724,707,Eat the grape,90,John Kearns,1220.0,2,time ▼
1725,707,Eat the grape,91,Munya Chawawa,665.0,2,time ▼
1726,707,Eat the grape,92,Sarah Millican,370.0,2,time ▼
1727,709,"Throw an object, hide an object, and place it on the barrel",88,Dara Ó Briain,34.1,2,time ▼
1728,709,"Throw an object, hide an object, and place it on the barrel",89,Fern Brady,820.0,2,time ▼
1729,709,"Throw an object, hide an object, and place it on the barrel",90,John Kearns,288.0,2,time ▼
1730,709,"Throw an object, hide an object, and place it on the barrel",91,Munya Chawawa,138.0,2,time ▼
1731,709,"Throw an object, hide an object, and place it on the barrel",92,Sarah Millican,36.0,2,time ▼
1732,712,Count all the dots,93,Amelia Demoldenberg,990.0,152,difference in dots ▼
1733,712,Count all the dots,94,Carol Vorderman,59.0,152,difference in dots ▼
1734,712,Count all the dots,95,Greg James,18.0,152,difference in dots ▼
1735,712,Count all the dots,96,Mo Farah,1138.0,152,difference in dots ▼
1736,712,Count all the dots,97,Rebecca Lucy Taylor,1449.0,152,difference in dots ▼
1737,714,Collect carp pellets in a fish bowl,93,Amelia Demoldenberg,9000.0,153,carp pellets ▲
1738,714,Collect carp pellets in a fish bowl,94,Carol Vorderman,23250.0,153,carp pellets ▲
1739,714,Collect carp pellets in a fish bowl,95,Greg James,23292.0,153,carp pellets ▲
1740,714,Collect carp pellets in a fish bowl,96,Mo Farah,24546.0,153,carp pellets ▲
1741,714,Collect carp pellets in a fish bowl,97,Rebecca Lucy Taylor,24038.0,153,carp pellets ▲
1742,715,Obey Greg's instructions,93,Amelia Demoldenberg,4.0,154,correct items ▲
1743,715,Obey Greg's instructions,94,Carol Vorderman,2.0,154,correct items ▲
1744,715,Obey Greg's instructions,95,Greg James,1.0,154,correct items ▲
1745,715,Obey Greg's instructions,96,Mo Farah,4.0,154,correct items ▲
1746,715,Obey Greg's instructions,97,Rebecca Lucy Taylor,2.0,154,correct items ▲
1747,718,Put a ball of string on the cushion,98,Frankie Boyle,ongoing|2022-04-03T12:00:00+01:00,2,time ▼
1748,718,Put a ball of string on the cushion,99,Ivo Graham,444.0,2,time ▼
1749,718,Put a ball of string on the cushion,100,Jenny Eclair,234.0,2,time ▼
1750,718,Put a ball of string on the cushion,101,Kiell Smith-Bynoe,307.0,2,time ▼
1751,718,Put a ball of string on the cushion,102,Mae Martin,155.0,2,time ▼
1752,719,Get all the rubber rings on your bargepole,98,Frankie Boyle,1.0,155,poled rings ▲
1753,719,Get all the rubber rings on your bargepole,99,Ivo Graham,5.0,155,poled rings ▲
1754,719,Get all the rubber rings on your bargepole,99,Ivo Graham,461.0,2,time ▼
1755,719,Get all the rubber rings on your bargepole,100,Jenny Eclair,1.0,155,poled rings ▲
1756,719,Get all the rubber rings on your bargepole,101,Kiell Smith-Bynoe,5.0,155,poled rings ▲
1757,719,Get all the rubber rings on your bargepole,101,Kiell Smith-Bynoe,1590.0,2,time ▼
1758,719,Get all the rubber rings on your bargepole,102,Mae Martin,5.0,155,poled rings ▲
1759,719,Get all the rubber rings on your bargepole,102,Mae Martin,427.0,2,time ▼
1760,720,Throw your items into your bucket,98,Frankie Boyle,0.0,156,bucketed items ▲
1761,720,Throw your items into your bucket,99,Ivo Graham,,156,bucketed items ▲
1762,720,Throw your items into your bucket,100,Jenny Eclair,0.0,156,bucketed items ▲
1763,720,Throw your items into your bucket,101,Kiell Smith-Bynoe,,156,bucketed items ▲
1764,720,Throw your items into your bucket,102,Mae Martin,,156,bucketed items ▲
1765,723,Build a bridge over the red green for this potato,98,Frankie Boyle,2.81,4,meters ▲
1766,723,Build a bridge over the red green for this potato,99,Ivo Graham,2.81,4,meters ▲
1767,723,Build a bridge over the red green for this potato,100,Jenny Eclair,2.4,4,meters ▲
1768,723,Build a bridge over the red green for this potato,101,Kiell Smith-Bynoe,2.4,4,meters ▲
1769,723,Build a bridge over the red green for this potato,102,Mae Martin,2.4,4,meters ▲
1770,727,Exit the caravan after exactly 20 minutes,98,Frankie Boyle,201.0,5,difference in seconds ▼
1771,727,Exit the caravan after exactly 20 minutes,99,Ivo Graham,197.0,5,difference in seconds ▼
1772,727,Exit the caravan after exactly 20 minutes,100,Jenny Eclair,543.0,5,difference in seconds ▼
1773,727,Exit the caravan after exactly 20 minutes,101,Kiell Smith-Bynoe,,5,difference in seconds ▼
1774,727,Exit the caravan after exactly 20 minutes,102,Mae Martin,,5,difference in seconds ▼
1775,728,Catch the potatoes in the potato hat,98,Frankie Boyle,21.0,19,potatoes ▲
1776,728,Catch the potatoes in the potato hat,98,Frankie Boyle,23.0,157,animals ▼
1777,728,Catch the potatoes in the potato hat,98,Frankie Boyle,-2.0,158,potatotal ▲
1778,728,Catch the potatoes in the potato hat,99,Ivo Graham,11.0,19,potatoes ▲
1779,728,Catch the potatoes in the potato hat,99,Ivo Graham,10.0,157,animals ▼
1780,728,Catch the potatoes in the potato hat,99,Ivo Graham,1.0,158,potatotal ▲
1781,728,Catch the potatoes in the potato hat,100,Jenny Eclair,10.0,19,potatoes ▲
1782,728,Catch the potatoes in the potato hat,100,Jenny Eclair,6.0,157,animals ▼
1783,728,Catch the potatoes in the potato hat,100,Jenny Eclair,4.0,158,potatotal ▲
1784,728,Catch the potatoes in the potato hat,101,Kiell Smith-Bynoe,22.0,19,potatoes ▲
1785,728,Catch the potatoes in the potato hat,101,Kiell Smith-Bynoe,19.0,157,animals ▼
1786,728,Catch the potatoes in the potato hat,101,Kiell Smith-Bynoe,3.0,158,potatotal ▲
1787,728,Catch the potatoes in the potato hat,102,Mae Martin,22.0,19,potatoes ▲
1788,728,Catch the potatoes in the potato hat,102,Mae Martin,7.0,157,animals ▼
1789,728,Catch the potatoes in the potato hat,102,Mae Martin,15.0,158,potatotal ▲
1790,730,Know the most facts about sausages,98,Frankie Boyle,2.0,159,sausage facts ▲
1791,730,Know the most facts about sausages,99,Ivo Graham,5.0,159,sausage facts ▲
1792,730,Know the most facts about sausages,100,Jenny Eclair,3.0,159,sausage facts ▲
1793,730,Know the most facts about sausages,101,Kiell Smith-Bynoe,1.0,159,sausage facts ▲
1794,730,Know the most facts about sausages,102,Mae Martin,2.0,159,sausage facts ▲
1795,732,Strike the most drums with a bouncy ball,98,Frankie Boyle,8.0,160,strikes ▲
1796,732,Strike the most drums with a bouncy ball,99,Ivo Graham,3.5,160,strikes ▲
1797,732,Strike the most drums with a bouncy ball,100,Jenny Eclair,?,160,strikes ▲
1798,732,Strike the most drums with a bouncy ball,101,Kiell Smith-Bynoe,5.0,160,strikes ▲
1799,732,Strike the most drums with a bouncy ball,102,Mae Martin,?,160,strikes ▲
1800,733,Make the fastest egg boat,98,Frankie Boyle,,2,time ▼
1801,733,Make the fastest egg boat,99,Ivo Graham,124.0,2,time ▼
1802,733,Make the fastest egg boat,100,Jenny Eclair,106.0,2,time ▼
1803,733,Make the fastest egg boat,101,Kiell Smith-Bynoe,105.0,2,time ▼
1804,733,Make the fastest egg boat,102,Mae Martin,205.0,2,time ▼
1805,734,Task bingo,98,Frankie Boyle,878.0,2,time ▼
1806,734,Task bingo,99,Ivo Graham,1527.0,2,time ▼
1807,734,Task bingo,100,Jenny Eclair,492.0,2,time ▼
1808,734,Task bingo,101,Kiell Smith-Bynoe,1230.0,2,time ▼
1809,734,Task bingo,102,Mae Martin,1573.0,2,time ▼
1810,735,Pour your sand into the other bottle,98,Frankie Boyle,,35,time ▲
1811,735,Pour your sand into the other bottle,99,Ivo Graham,,35,time ▲
1812,735,Pour your sand into the other bottle,100,Jenny Eclair,,35,time ▲
1813,735,Pour your sand into the other bottle,101,Kiell Smith-Bynoe,,35,time ▲
1814,735,Pour your sand into the other bottle,102,Mae Martin,,35,time ▲
1815,738,Musical Simon Says,98,Frankie Boyle,9.0,161,correct sequences ▲
1816,738,Musical Simon Says,99,Ivo Graham,5.0,161,correct sequences ▲
1817,738,Musical Simon Says,100,Jenny Eclair,6.0,161,correct sequences ▲
1818,738,Musical Simon Says,101,Kiell Smith-Bynoe,5.0,161,correct sequences ▲
1819,738,Musical Simon Says,102,Mae Martin,9.0,161,correct sequences ▲
1820,739,Salvage the most spoons,98,Frankie Boyle,,162,salvaged spoons ▲
1821,739,Salvage the most spoons,99,Ivo Graham,,162,salvaged spoons ▲
1822,739,Salvage the most spoons,100,Jenny Eclair,?,162,salvaged spoons ▲
1823,739,Salvage the most spoons,101,Kiell Smith-Bynoe,?,162,salvaged spoons ▲
1824,739,Salvage the most spoons,102,Mae Martin,?,162,salvaged spoons ▲
1825,743,Efficiently shell an egg,98,Frankie Boyle,83.0,163,pieces of eggless shell ▼
1826,743,Efficiently shell an egg,99,Ivo Graham,13.0,163,pieces of eggless shell ▼
1827,743,Efficiently shell an egg,100,Jenny Eclair,20.0,163,pieces of eggless shell ▼
1828,743,Efficiently shell an egg,101,Kiell Smith-Bynoe,6.0,163,pieces of eggless shell ▼
1829,743,Efficiently shell an egg,102,Mae Martin,3.0,163,pieces of eggless shell ▼
1830,744,Bash the big bell with the bowling ball,98,Frankie Boyle,410.0,2,time ▼
1831,744,Bash the big bell with the bowling ball,99,Ivo Graham,,2,time ▼
1832,744,Bash the big bell with the bowling ball,100,Jenny Eclair,,2,time ▼
1833,744,Bash the big bell with the bowling ball,101,Kiell Smith-Bynoe,,2,time ▼
1834,744,Bash the big bell with the bowling ball,102,Mae Martin,177.0,2,time ▼
1835,747,Rotate the pulper wheel without pulping the egg,98,Frankie Boyle,8.5,164,rotations ▲
1836,747,Rotate the pulper wheel without pulping the egg,99,Ivo Graham,56.0,164,rotations ▲
1837,747,Rotate the pulper wheel without pulping the egg,100,Jenny Eclair,,164,rotations ▲
1838,747,Rotate the pulper wheel without pulping the egg,101,Kiell Smith-Bynoe,2.75,164,rotations ▲
1839,747,Rotate the pulper wheel without pulping the egg,102,Mae Martin,,164,rotations ▲
1840,748,Free yourselves and have a team hug,98,Frankie Boyle,2520.0,2,time ▼
1841,748,Free yourselves and have a team hug,99,Ivo Graham,2520.0,2,time ▼
1842,748,Free yourselves and have a team hug,100,Jenny Eclair,1070.0,2,time ▼
1843,748,Free yourselves and have a team hug,101,Kiell Smith-Bynoe,1070.0,2,time ▼
1844,748,Free yourselves and have a team hug,102,Mae Martin,1070.0,2,time ▼
1845,750,Imitate accents/walks,98,Frankie Boyle,2.0,165,guessed impressions ▲
1846,750,Imitate accents/walks,99,Ivo Graham,1.0,165,guessed impressions ▲
1847,750,Imitate accents/walks,100,Jenny Eclair,1.0,165,guessed impressions ▲
1848,750,Imitate accents/walks,101,Kiell Smith-Bynoe,2.0,165,guessed impressions ▲
1849,750,Imitate accents/walks,102,Mae Martin,2.0,165,guessed impressions ▲
1850,752,Pile the pineapples on the path,98,Frankie Boyle,1.0,166,piled pineapples ▲
1851,752,Pile the pineapples on the path,99,Ivo Graham,9.0,166,piled pineapples ▲
1852,752,Pile the pineapples on the path,100,Jenny Eclair,4.0,166,piled pineapples ▲
1853,752,Pile the pineapples on the path,101,Kiell Smith-Bynoe,2.0,166,piled pineapples ▲
1854,752,Pile the pineapples on the path,102,Mae Martin,18.0,166,piled pineapples ▲
1855,755,Use the scratching post to remove balls from your suit,98,Frankie Boyle,29.0,167,balls ▼
1856,755,Use the scratching post to remove balls from your suit,99,Ivo Graham,29.0,167,balls ▼
1857,755,Use the scratching post to remove balls from your suit,100,Jenny Eclair,17.0,167,balls ▼
1858,755,Use the scratching post to remove balls from your suit,101,Kiell Smith-Bynoe,17.0,167,balls ▼
1859,755,Use the scratching post to remove balls from your suit,102,Mae Martin,17.0,167,balls ▼
1860,758,Deliver a one-minute history lecture,98,Frankie Boyle,2.0,168,actual facts ▲
1861,758,Deliver a one-minute history lecture,99,Ivo Graham,?,168,actual facts ▲
1862,758,Deliver a one-minute history lecture,100,Jenny Eclair,2.0,168,actual facts ▲
1863,758,Deliver a one-minute history lecture,101,Kiell Smith-Bynoe,-1.0,168,actual facts ▲
1864,758,Deliver a one-minute history lecture,102,Mae Martin,1.0,168,actual facts ▲
1865,759,Make exactly 99 holes in the piece of paper,98,Frankie Boyle,351.0,2,time ▼
1866,759,Make exactly 99 holes in the piece of paper,99,Ivo Graham,,2,time ▼
1867,759,Make exactly 99 holes in the piece of paper,100,Jenny Eclair,,2,time ▼
1868,759,Make exactly 99 holes in the piece of paper,101,Kiell Smith-Bynoe,707.0,2,time ▼
1869,759,Make exactly 99 holes in the piece of paper,102,Mae Martin,,2,time ▼
1870,762,Fill the glass up to the line,98,Frankie Boyle,,4,meters ▲
1871,762,Fill the glass up to the line,99,Ivo Graham,,4,meters ▲
1872,762,Fill the glass up to the line,100,Jenny Eclair,3.8,4,meters ▲
1873,762,Fill the glass up to the line,101,Kiell Smith-Bynoe,,4,meters ▲
1874,762,Fill the glass up to the line,102,Mae Martin,8.1,4,meters ▲
1875,763,Do what Alex does,98,Frankie Boyle,92.0,5,difference in seconds ▼
1876,763,Do what Alex does,99,Ivo Graham,95.0,5,difference in seconds ▼
1877,763,Do what Alex does,100,Jenny Eclair,532.0,5,difference in seconds ▼
1878,763,Do what Alex does,101,Kiell Smith-Bynoe,185.0,5,difference in seconds ▼
1879,763,Do what Alex does,102,Mae Martin,128.0,5,difference in seconds ▼
1880,766,Scream with your mouth closed,100,Jenny Eclair,114.7,169,decibels ▲
1881,766,Scream with your mouth closed,102,Mae Martin,98.4,169,decibels ▲
1882,768,Build a tower of cans in the lab,103,Julian Clary,17.0,48,cans ▲
1883,768,Build a tower of cans in the lab,104,Lucy Beaumont,6.0,48,cans ▲
1884,768,Build a tower of cans in the lab,105,Sam Campbell,20.0,48,cans ▲
1885,768,Build a tower of cans in the lab,106,Sue Perkins,1.0,48,cans ▲
1886,768,Build a tower of cans in the lab,107,Susan Wokoma,11.0,48,cans ▲
1887,769,Cross the finish line while connected to your team,103,Julian Clary,11.5,2,time ▼
1888,769,Cross the finish line while connected to your team,104,Lucy Beaumont,11.5,2,time ▼
1889,769,Cross the finish line while connected to your team,105,Sam Campbell,11.5,2,time ▼
1890,769,Cross the finish line while connected to your team,106,Sue Perkins,90.0,2,time ▼
1891,769,Cross the finish line while connected to your team,107,Susan Wokoma,90.0,2,time ▼
1892,770,Get the duck into the lake,103,Julian Clary,,2,time ▼
1893,770,Get the duck into the lake,103,Julian Clary,,36,penalties ▼
1894,770,Get the duck into the lake,104,Lucy Beaumont,,2,time ▼
1895,770,Get the duck into the lake,104,Lucy Beaumont,,36,penalties ▼
1896,770,Get the duck into the lake,105,Sam Campbell,680.0,2,time ▼
1897,770,Get the duck into the lake,105,Sam Campbell,9.0,36,penalties ▼
1898,770,Get the duck into the lake,106,Sue Perkins,585.0,2,time ▼
1899,770,Get the duck into the lake,106,Sue Perkins,0.0,36,penalties ▼
1900,770,Get the duck into the lake,107,Susan Wokoma,200.0,2,time ▼
1901,770,Get the duck into the lake,107,Susan Wokoma,0.0,36,penalties ▼
1902,771,Heavier or lighter?,103,Julian Clary,1.0,32,correct answers ▲
1903,771,Heavier or lighter?,104,Lucy Beaumont,1.0,32,correct answers ▲
1904,771,Heavier or lighter?,105,Sam Campbell,1.0,32,correct answers ▲
1905,771,Heavier or lighter?,106,Sue Perkins,0.0,32,correct answers ▲
1906,771,Heavier or lighter?,107,Susan Wokoma,0.0,32,correct answers ▲
1907,773,Pull the sword from the stone,103,Julian Clary,623.0,2,time ▼
1908,773,Pull the sword from the stone,104,Lucy Beaumont,1680.0,2,time ▼
1909,773,Pull the sword from the stone,105,Sam Campbell,1920.0,2,time ▼
1910,773,Pull the sword from the stone,106,Sue Perkins,2001.0,2,time ▼
1911,773,Pull the sword from the stone,107,Susan Wokoma,840.0,2,time ▼
1912,777,Recite pi,106,Sue Perkins,15.0,170,decimal places of π ▲
1913,777,Recite pi,107,Susan Wokoma,9.0,170,decimal places of π ▲
1914,779,Get the ball in the hole without touching it,103,Julian Clary,205.0,2,time ▼
1915,779,Get the ball in the hole without touching it,104,Lucy Beaumont,302.0,2,time ▼
1916,779,Get the ball in the hole without touching it,105,Sam Campbell,211.0,2,time ▼
1917,779,Get the ball in the hole without touching it,106,Sue Perkins,572.0,2,time ▼
1918,779,Get the ball in the hole without touching it,107,Susan Wokoma,504.0,2,time ▼
1919,780,Get underneath the most unique things,103,Julian Clary,25.0,171,things ▲
1920,780,Get underneath the most unique things,103,Julian Clary,6.0,36,penalties ▼
1921,780,Get underneath the most unique things,103,Julian Clary,-5.0,91,points ▲
1922,780,Get underneath the most unique things,104,Lucy Beaumont,12.0,171,things ▲
1923,780,Get underneath the most unique things,104,Lucy Beaumont,9.0,36,penalties ▼
1924,780,Get underneath the most unique things,104,Lucy Beaumont,-33.0,91,points ▲
1925,780,Get underneath the most unique things,105,Sam Campbell,74.0,171,things ▲
1926,780,Get underneath the most unique things,105,Sam Campbell,5.0,36,penalties ▼
1927,780,Get underneath the most unique things,105,Sam Campbell,49.0,91,points ▲
1928,780,Get underneath the most unique things,106,Sue Perkins,20.0,171,things ▲
1929,780,Get underneath the most unique things,106,Sue Perkins,5.0,36,penalties ▼
1930,780,Get underneath the most unique things,106,Sue Perkins,-5.0,91,points ▲
1931,780,Get underneath the most unique things,107,Susan Wokoma,?,171,things ▲
1932,780,Get underneath the most unique things,107,Susan Wokoma,?,36,penalties ▼
1933,780,Get underneath the most unique things,107,Susan Wokoma,?,91,points ▲
1934,782,Human war boats,103,Julian Clary,3.0,172,hits ▲
1935,782,Human war boats,104,Lucy Beaumont,3.0,172,hits ▲
1936,782,Human war boats,105,Sam Campbell,3.0,172,hits ▲
1937,782,Human war boats,106,Sue Perkins,2.0,172,hits ▲
1938,782,Human war boats,107,Susan Wokoma,2.0,172,hits ▲
1939,785,Complete all the tasks as a team,103,Julian Clary,408.0,2,time ▼
1940,785,Complete all the tasks as a team,104,Lucy Beaumont,408.0,2,time ▼
1941,785,Complete all the tasks as a team,105,Sam Campbell,408.0,2,time ▼
1942,785,Complete all the tasks as a team,106,Sue Perkins,474.0,2,time ▼
1943,785,Complete all the tasks as a team,107,Susan Wokoma,474.0,2,time ▼
1944,787,Roll your animal die,103,Julian Clary,0.0,173,rounds survived ▲
1945,787,Roll your animal die,104,Lucy Beaumont,3.0,173,rounds survived ▲
1946,787,Roll your animal die,105,Sam Campbell,4.0,173,rounds survived ▲
1947,787,Roll your animal die,106,Sue Perkins,2.0,173,rounds survived ▲
1948,787,Roll your animal die,107,Susan Wokoma,1.0,173,rounds survived ▲
1949,788,Tut the loudest,104,Lucy Beaumont,90.2,169,decibels ▲
1950,788,Tut the loudest,106,Sue Perkins,93.4,169,decibels ▲
1951,790,Burst the balloon without looking at it,103,Julian Clary,292.0,174,aspirins ▲
1952,790,Burst the balloon without looking at it,104,Lucy Beaumont,15.0,174,aspirins ▲
1953,790,Burst the balloon without looking at it,105,Sam Campbell,564.0,174,aspirins ▲
1954,790,Burst the balloon without looking at it,106,Sue Perkins,2459.0,174,aspirins ▲
1955,790,Burst the balloon without looking at it,107,Susan Wokoma,71.0,174,aspirins ▲
1956,792,Get all of the water into the vase,103,Julian Clary,,2,time ▼
1957,792,Get all of the water into the vase,104,Lucy Beaumont,,2,time ▼
1958,792,Get all of the water into the vase,105,Sam Campbell,,2,time ▼
1959,792,Get all of the water into the vase,106,Sue Perkins,,2,time ▼
1960,792,Get all of the water into the vase,107,Susan Wokoma,,2,time ▼
1961,793,Retrieve and sip your drink,103,Julian Clary,13.0,91,points ▲
1962,793,Retrieve and sip your drink,104,Lucy Beaumont,4.0,91,points ▲
1963,793,Retrieve and sip your drink,105,Sam Campbell,10.0,91,points ▲
1964,793,Retrieve and sip your drink,106,Sue Perkins,0.0,91,points ▲
1965,793,Retrieve and sip your drink,107,Susan Wokoma,0.0,91,points ▲
1966,795,Avoid the rubbish robots,103,Julian Clary,2.5,35,time ▲
1967,795,Avoid the rubbish robots,104,Lucy Beaumont,222.0,35,time ▲
1968,795,Avoid the rubbish robots,105,Sam Campbell,64.0,35,time ▲
1969,795,Avoid the rubbish robots,106,Sue Perkins,67.0,35,time ▲
1970,795,Avoid the rubbish robots,107,Susan Wokoma,116.0,35,time ▲
1971,796,Recreate the garage scene in the lab,103,Julian Clary,27.0,175,forbidden words ▼
1972,796,Recreate the garage scene in the lab,103,Julian Clary,7.0,176,pretty much right things ▲
1973,796,Recreate the garage scene in the lab,104,Lucy Beaumont,27.0,175,forbidden words ▼
1974,796,Recreate the garage scene in the lab,104,Lucy Beaumont,7.0,176,pretty much right things ▲
1975,796,Recreate the garage scene in the lab,105,Sam Campbell,27.0,175,forbidden words ▼
1976,796,Recreate the garage scene in the lab,105,Sam Campbell,7.0,176,pretty much right things ▲
1977,796,Recreate the garage scene in the lab,106,Sue Perkins,9.0,175,forbidden words ▼
1978,796,Recreate the garage scene in the lab,106,Sue Perkins,6.0,176,pretty much right things ▲
1979,796,Recreate the garage scene in the lab,107,Susan Wokoma,9.0,175,forbidden words ▼
1980,796,Recreate the garage scene in the lab,107,Susan Wokoma,6.0,176,pretty much right things ▲
1981,798,Pineapple bluff,103,Julian Clary,0.0,91,points ▲
1982,798,Pineapple bluff,104,Lucy Beaumont,1.0,91,points ▲
1983,798,Pineapple bluff,105,Sam Campbell,1.0,91,points ▲
1984,798,Pineapple bluff,106,Sue Perkins,2.0,91,points ▲
1985,798,Pineapple bluff,107,Susan Wokoma,3.0,91,points ▲
1986,800,Play with these switches / Balance the most golf tees,103,Julian Clary,,177,balanced tees ▲
1987,800,Play with these switches / Balance the most golf tees,104,Lucy Beaumont,19.0,177,balanced tees ▲
1988,800,Play with these switches / Balance the most golf tees,105,Sam Campbell,,177,balanced tees ▲
1989,800,Play with these switches / Balance the most golf tees,106,Sue Perkins,,177,balanced tees ▲
1990,800,Play with these switches / Balance the most golf tees,107,Susan Wokoma,,177,balanced tees ▲
1991,801,Pie the air dancer in the face,103,Julian Clary,212.0,2,time ▼
1992,801,Pie the air dancer in the face,104,Lucy Beaumont,,2,time ▼
1993,801,Pie the air dancer in the face,105,Sam Campbell,220.0,2,time ▼
1994,801,Pie the air dancer in the face,106,Sue Perkins,,2,time ▼
1995,801,Pie the air dancer in the face,107,Susan Wokoma,99.0,2,time ▼
1996,802,Place your cardboard replica within the boundary,103,Julian Clary,7.55,4,meters ▲
1997,802,Place your cardboard replica within the boundary,104,Lucy Beaumont,13.09,4,meters ▲
1998,802,Place your cardboard replica within the boundary,105,Sam Campbell,14.24,4,meters ▲
1999,802,Place your cardboard replica within the boundary,106,Sue Perkins,7.39,4,meters ▲
2000,802,Place your cardboard replica within the boundary,107,Susan Wokoma,7.21,4,meters ▲
2001,804,Pop your party popper the furthest,104,Lucy Beaumont,123.0,10,centimeters ▲
2002,804,Pop your party popper the furthest,105,Sam Campbell,108.0,10,centimeters ▲
2003,806,Find the secret task,103,Julian Clary,390.0,2,time ▼
2004,806,Find the secret task,104,Lucy Beaumont,805.0,2,time ▼
2005,806,Find the secret task,105,Sam Campbell,530.0,2,time ▼
2006,806,Find the secret task,106,Sue Perkins,965.0,2,time ▼
2007,806,Find the secret task,107,Susan Wokoma,1080.0,2,time ▼
2008,807,Complete the fortune trail,103,Julian Clary,252.0,2,time ▼
2009,807,Complete the fortune trail,104,Lucy Beaumont,,2,time ▼
2010,807,Complete the fortune trail,105,Sam Campbell,411.0,2,time ▼
2011,807,Complete the fortune trail,106,Sue Perkins,,2,time ▼
2012,807,Complete the fortune trail,107,Susan Wokoma,589.0,2,time ▼
2013,809,Mime the proverbs,103,Julian Clary,5.0,178,identified proverbs ▲
2014,809,Mime the proverbs,104,Lucy Beaumont,5.0,178,identified proverbs ▲
2015,809,Mime the proverbs,105,Sam Campbell,5.0,178,identified proverbs ▲
2016,809,Mime the proverbs,106,Sue Perkins,6.0,178,identified proverbs ▲
2017,809,Mime the proverbs,107,Susan Wokoma,6.0,178,identified proverbs ▲
